Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Audi,80,1991,regular unleaded,130.0,5.0,MANUAL,all wheel drive,4.0,Compact,Sedan,22,16,3105,2000
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr SUV,28,24,1439,27550
Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,MANUAL,rear wheel drive,4.0,Compact,4dr SUV,24,20,1385,16790
Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,16,1385,53315
Mazda,MX-5 Miata,2015,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,21,586,27550
Infiniti,QX,2013,premium unleaded (recommended),400.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,20,14,190,61350
Mercedes-Benz,E-Class,2016,diesel,195.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,38,27,617,55150
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31,25,2202,31245
Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,33,23,870,43300
Cadillac,Seville,2003,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,45535
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,1385,31120
Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,33,25,873,24705
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15,1851,26325
Acura,Legend,1994,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,24,16,204,2384
Nissan,Armada,2017,regular unleaded,390.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,19,14,2009,57590
Toyota,Highlander Hybrid,2016,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,27,2031,50485
Chevrolet,Captiva Sport,2015,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20,1385,25155
Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,30,18,1385,25830
Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,870,41150
Kia,Forte,2015,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,26,1720,17490
Dodge,Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,26,19,1851,26595
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr SUV,30,25,1439,26150
Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,34,24,1385,23835
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,18,13,2031,35420
Infiniti,Q60 Convertible,2014,premium unleaded (recommended),325.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,26,18,190,48550
Toyota,Camry Solara,2007,regular unleaded,210.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,2031,22260
Pontiac,Sunbird,1993,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,22,210,2000
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,24,873,32095
Suzuki,SX4,2012,regular unleaded,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,30,23,481,18499
Chevrolet,Traverse,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,1385,36295
Toyota,Prius c,2015,regular unleaded,99.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,46,53,2031,20340
Oldsmobile,Alero,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,26,22145
GMC,Envoy XUV,2005,regular unleaded,275.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,18,13,549,33865
Ferrari,California,2013,premium unleaded (required),483.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,19,13,2774,198190
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,16,5657,59375
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,33180
Buick,Riviera,1997,regular unleaded,240.0,6.0,AUTOMATIC,front wheel drive,2.0,Large,Coupe,24,16,155,2000
Volkswagen,Golf R,2017,premium unleaded (recommended),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,30,23,873,40475
Hyundai,Azera,2015,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,28,19,1439,38200
GMC,Envoy XL,2006,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,18,13,549,37600
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,21,873,28195
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,24,21,481,2000
BMW,X4,2017,premium unleaded (required),355.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,19,3916,58100
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,48,42,873,31895
Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,27,17,376,36395
Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,33,25,1385,21495
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,29275
Pontiac,Solstice,2008,premium unleaded (required),260.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,19,210,31750
Cadillac,Escalade,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,21,15,1624,79645
Mercedes-Benz,M-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,18,617,62900
Volkswagen,Passat,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,42,30,873,30850
Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,17,12,5657,3008
Mazda,B-Series,2001,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Regular Cab Pickup,19,15,586,18360
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,25,873,20095
Toyota,Avalon,2016,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,32650
Rolls-Royce,Phantom Drophead Coupe,2016,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Convertible,19,11,86,492000
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37970
Suzuki,SX4,2011,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,33,23,481,13499
Chevrolet,C/K 1500 Series,1997,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,11,1385,3046
Dodge,Ram Pickup 1500,2010,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,18,13,1851,42650
Dodge,Dart,2016,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,22,1851,20995
Chevrolet,Colorado,2012,regular unleaded,242.0,5.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,23,17,1385,29480
Porsche,911,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,27,19,1715,88800
GMC,S-15,1990,regular unleaded,105.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,21,549,2000
Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,34,27,586,30065
Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,51050
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,2031,50030
Infiniti,G Sedan,2012,premium unleaded (recommended),218.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,29,20,190,33100
Volkswagen,Golf GTI,2016,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25,873,31235
Chevrolet,S-10 Blazer,1994,regular unleaded,165.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,1385,2000
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,64730
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,30425
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,1385,31035
Volkswagen,Vanagon,1991,regular unleaded,90.0,4.0,MANUAL,rear wheel drive,3.0,Large,Passenger Minivan,18,16,873,2000
Subaru,Tribeca,2012,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,30595
Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,20,5657,28100
HUMMER,H3T,2010,regular unleaded,239.0,5.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,130,30915
Dodge,Nitro,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,21,15,1851,23250
GMC,Envoy,2008,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,14,549,34970
Volkswagen,Golf GTI,2015,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,34,25,873,29280
Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,34,24,1385,18170
Ford,F-150,2015,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,33655
Ford,Mustang SVT Cobra,1998,regular unleaded,305.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,16,5657,4059
Mazda,Tribute,2009,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,17,586,27635
Chevrolet,Sportvan,1995,regular unleaded,163.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Passenger Van,15,13,1385,2000
Suzuki,Aerio,2007,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,28,22,481,16199
Dodge,Shadow,1994,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,23,1851,2000
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,549,32145
Saab,9000,1996,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr Hatchback,25,18,376,2000
Mercedes-Benz,SL-Class,2017,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,21,14,617,219850
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,22,16,2009,25350
Volvo,S60,2017,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,870,36800
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,22,16,481,25399
Toyota,Tundra,2017,regular unleaded,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,15,2031,30020
Volkswagen,GLI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,32,24,873,24845
Audi,A3,2015,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Compact,Sedan,33,24,3105,35750
Porsche,Panamera,2015,premium unleaded (required),440.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,16,1715,113400
Aston Martin,Virage,2012,premium unleaded (required),490.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,18,13,259,208295
Mercedes-Benz,M-Class,2014,premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,14,617,59450
Oldsmobile,Silhouette,2004,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,26,32125
Nissan,Murano,2016,regular unleaded,250.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,26,2009,41730
Ford,Escape,2016,regular unleaded,168.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,31,22,5657,23590
Infiniti,G35,2007,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,23,17,190,33950
Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,28,20,5657,25185
Dodge,Ram Pickup 1500,2008,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,17,13,1851,32155
Dodge,Monaco,1992,regular unleaded,150.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,16,1851,2000
Suzuki,XL-7,2005,regular unleaded,185.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,481,25799
Hyundai,Sonata,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,24,1439,26525
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,24,873,30380
Hyundai,Elantra Coupe,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,37,27,1439,20895
Mercedes-Benz,300-Class,1993,regular unleaded,194.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,17,617,2247
Nissan,Versa,2015,regular unleaded,109.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,26,2009,13490
Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,3105,34450
Bentley,Brooklands,2009,premium unleaded (required),530.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,14,10,520,340990
Toyota,Sienna,2017,regular unleaded,296.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,27,19,2031,36310
Suzuki,Vitara,2002,regular unleaded,127.0,4.0,MANUAL,four wheel drive,2.0,Compact,Convertible SUV,23,20,481,16999
Lincoln,Navigator,2017,regular unleaded,380.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,21,15,61,71260
Ford,Mustang,2015,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,28,17,5657,29300
Porsche,911,2015,premium unleaded (required),430.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,18,1715,126100
Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,15,5657,51861
BMW,5 Series Gran Turismo,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,4dr Hatchback,24,15,3916,72500
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,27,19,5657,25590
Kia,Soul,2014,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,31,23,1720,18400
Cadillac,CTS-V Coupe,2014,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,19,14,1624,63600
Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21,15,155,30990
Honda,S2000,2009,premium unleaded (required),237.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,18,2202,34995
Ford,Focus ST,2017,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,31,22,5657,24775
Cadillac,SRX,2014,regular unleaded,308.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,1624,48145
Hyundai,Veracruz,2010,regular unleaded,260.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,1439,35895
Hyundai,Tiburon,2006,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,24,17,1439,21195
Chevrolet,S-10 Blazer,1992,regular unleaded,160.0,6.0,MANUAL,four wheel drive,2.0,Compact,2dr SUV,20,15,1385,2000
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,19,14,549,27730
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,42300
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Wagon,31,24,481,14699
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,16,1385,50215
Chevrolet,Malibu,2017,regular unleaded,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,1385,23225
Dodge,Stealth,1996,regular unleaded,320.0,6.0,MANUAL,all wheel drive,2.0,Compact,Coupe,22,16,1851,3732
BMW,3 Series,2015,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,43,31,3916,41000
Dodge,Ram 50 Pickup,1991,regular unleaded,143.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,20,15,1851,2000
Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,20,1385,29920
BMW,Z4,2016,premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,34,22,3916,49700
Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,21,586,28665
Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,35,26,1385,14245
Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37070
Suzuki,XL7,2007,regular unleaded,252.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,481,26199
Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,24,1385,15120
Mazda,Tribute,2011,flex-fuel (unleaded/E85),240.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,23,18,586,29065
Chrysler,200,2017,flex-fuel (unleaded/E85),184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,23,1013,27795
Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,42725
Pontiac,Aztek,2005,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,210,21530
Acura,Integra,2001,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,28,22,204,21600
Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,21,15,2009,28050
Suzuki,Equator,2010,regular unleaded,152.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,23,19,481,18825
Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,24,19,2031,25730
Volvo,S60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,29,20,870,34800
Chrysler,Sebring,2009,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,1013,25920
Toyota,4Runner,2015,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,22,17,2031,33210
Mazda,3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,21145
Chevrolet,Colorado,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20,1385,27110
Scion,tC,2015,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,31,23,105,19210
Acura,RSX,2006,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,22,204,22375
Audi,R8,2017,premium unleaded (required),610.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,22,14,3105,189900
Ford,Freestyle,2006,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Wagon,25,18,5657,26505
Hyundai,Elantra,2016,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,24,1439,21250
Maserati,Quattroporte,2017,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,16,238,116000
Cadillac,XTS,2017,regular unleaded,304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,1624,66795
Toyota,ECHO,2003,regular unleaded,108.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,36,28,2031,11045
Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,21,258,48900
Volvo,850,1995,regular unleaded,168.0,5.0,MANUAL,front wheel drive,4.0,Midsize,Wagon,26,18,870,2000
Hyundai,Scoupe,1993,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,29,23,1439,2000
Dodge,Dakota,2010,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1851,28255
Land Rover,Range Rover Evoque,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,29,21,258,45800
Ford,Freestar,2006,regular unleaded,193.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,22,16,5657,23655
Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,23,16,2009,32510
Lexus,LS 400,2000,regular unleaded,290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,454,5035
GMC,Yukon XL,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,15,549,68025
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,29990
Chevrolet,Aveo,2009,regular unleaded,107.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,34,27,1385,15365
Toyota,Camry,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,21,2031,31370
Pontiac,Torrent,2009,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,24,17,210,26815
Infiniti,JX,2013,premium unleaded (recommended),265.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,18,190,41250
Kia,Rondo,2007,regular unleaded,182.0,6.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,25,18,1720,18895
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,24,873,28020
Mercedes-Benz,350-Class,1990,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,19,617,2098
Volkswagen,Golf,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,25,873,27395
Land Rover,Range Rover Sport,2016,premium unleaded (recommended),510.0,8.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,19,14,258,82695
Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,19,13,258,101995
Ford,Explorer Sport Trac,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14,5657,27490
